,rumor,text
rumor1136!,1,长期吃隔夜菜致重度贫血
rumor1137,0,预防餐后低血压，饭后不要急于起身，可以稍微做的事，第二分钟，等到消耗开始血液循环平稳了之后呢，我们再站起来活动，也不要做剧烈的活动。
rumor1138!,1,人醉酒之后血液中的水分减少，而可乐等汽水可以快速稀释血液中的酒精，达到解酒的效果
rumor1139,0,私自换降压药会引起血压的波动。
rumor1140!,1,合成维生素C可替代天然维生素C
rumor1141,0,动脉瘤不是肿瘤它是血管向外膨隆形成了一个鼓包在血压波动的时候或者是一些意外的情况有可能会破裂，破裂了可能就会引起出血出血了死亡率非常高要注意有一些危险因素，不可控和可控的危险因素如性别种族，还有可控的因素？的比如说高血压糖尿病啊？吸烟酗，酒啊？毒品高脂血症把这些可控的危险因素？控制下来那么？动脉瘤破裂的风险应该说会大大的降低
rumor1142,0,一类是恶性肿瘤，像恶性肿瘤中的胶质母细胞瘤是一种恶性程度非常高的颅内肿瘤，这种肿瘤即使是手术切除患者的生存时间一般也在一年之内。但也有一些原发和颅内的病变，治疗都非常及时的患者能够获得三年到五年的生存。
rumor1143!,1,慢性胃炎的患者要少吃多餐。
rumor1144!,1,吃猪肺可以预防肺癌
rumor1145!,1,白头发越拔越多。
rumor1146,0,精神压力大等等原因都会可能诱发种怪慢慢的就完以后斑块破裂或者出现一些恶性心律失常我们需要用猝死啊我们猝死的人百分之八十都就是心源性都是跟心脏相关的已经无数次地跟大家说了说抽烟喝酒，熬夜对身体的损伤等等的因素都相关再大的压力都要通过合适的方式去排解我觉得你要有一个自己的爱好你要有一个自己喜欢做的事反之种不愉快的情绪排解掉网每个人都会有压力每个人都会遇到各种各样的问题彭总浓度过他你看到的都是光鲜亮丽
rumor1147,0,且不提法律方面的问题，野生动物本就不适合生存在我们的家里，这对它们的健康非常不好，也会极大地干扰我们的日常生活
rumor1148,0,并不是所有的病人吃了这些药都会出现高血压而是要特别特别重视自己血压的问题因为它有可能会造成血压的一些波动震荡我就怕说讲完了之后你们就随便老人要停了啊因为每个病人的病情是不一样的你要根据自身的情况来定我只是提醒你们要重视血压提醒长期吃这五种药的人一定要注意自己的血压但是整个昆明一定不，要只听一半儿好，不，好，但是如果你在口服的过程中发生这个血压有了增高
rumor1149,0,命不完全是你自己的，也是你家人呢，我们一起来爱护它，大家健健康康地多活几年。
rumor1150,0,运动能够改变体内的一些激素水平，特别是减少升高血压的激素。
rumor1151!,1,扁豆粉中含有有毒的凝集素甲，会损害肝脏，所以不应该吃扁豆
rumor1152,0,随便去选择啊，因为这个风险还是很高的五抗血小板的药物的使用一定要在专业的心内科医生的指导下来使用而不要自己随便调养不管你是不是学医的，我觉得你没有今天我们来讲一下冠心病的病人长期用药的问题这个一定是有很关心的问题就是阿，司匹林良好，氯吡格雷和阿，司匹林联合推广落网来进行考察完治疗或者治疗的时间的长短周期都有一些的差别包括长期用药都会有一些差别有些病人对阿，司匹林不，耐受那么？我就不，说然后我当时问他
rumor1153!,1,溺水抢救只需人工呼吸
rumor1154,0,女性一定要重视乳腺癌的筛查，要重视体检，要经常的去医院做一些相关的检查。体检非常非常的有用。
rumor1155!,1,扭伤都可以用红花油治疗
rumor1156,0,任何牙膏都无法治疗口腔疾病，没有科学证据表明，通过用牙膏刷牙，能对乳牙萌出产生影响，更不可能使恒牙脱落后再生
rumor1157!,1,补维生素能预防心脏病
rumor1158!,1,孩子如果不够高，可以通过打性抑制针，延长骨骼生长时间，让孩子更高
rumor1159,0,心里心慌感觉很可能就是您爱紧张，爱生气相关闹得慌，不用太紧张，很好嘛，吃点儿小药，调整调整必须得我自己的脾气情绪控制。
rumor1160,0,她说做造影还得住院啊，说您需要住院做造影了，咱们门诊就可以做它不是手术，抓紧住院做造影，怎么还分不清冠脉造影和灌满cto啊？
rumor1161,0,情绪来讲都会有很好很好的一个辅助效果对你的心情对你的血压都会有好处啊。他讲，他说，他说想大自然美好的环境很美的东西，其实在网上有相关的视频下套视频，我也会专门讲一下我们的呼吸训练应该怎么去做。
rumor1162,0,角膜塑形术是利用逆几何设计的角膜塑形镜改变角膜弧度，从而暂时性降低近视度数，提高裸眼视力的屈光矫治方法。这样下来的近视矫治效果是可逆的，一旦停戴，近视会恢复到原有水平。因此角膜塑形术并不能真正治愈近视，但可以在一定程度上减缓近视的进展。
rumor1163,0,性功能障碍是指不能进行正常的性行为或过程中状态不足。绝大多数性功能障碍都不存在器质性病变，而是因为身心状态等因素造成的。
rumor1164,0,久坐，打麻将过程中有可能精神紧张，没有足够的饮水，不运动，下肢很容易形成血栓。打完麻将突然一站起来，有可能这些血栓会快速地进入血液循环，堵塞肺动脉，引起肺栓塞。
rumor1165,0,如果是一侧的手脚突然的这种麻木，那么它往往影响的就四肢都会有感觉障碍，包括颈部的疼痛。那么这样这个手要注意下患者是不是有全身性的一些疾病，那么要考虑如果合并的颈部的不适。
rumor1166!,1,又直又长的香蕉是打了激素的，不能吃。圆圆弯弯的香蕉才是自然成熟的
rumor1167!,1,麻醉药七氟烷“一捂就晕”
rumor1168,0,咽喉部异物感，不舒服的看五官科医生。
rumor1169!,1,酒后睡不着，能吃安眠药。
rumor1170!,1,宝宝穿纸尿裤导致O形腿、红屁股
rumor1171!,1,锻炼，能够抵消熬夜的伤害
rumor1172,0,再灌注治疗是缺血性脑卒中就是脑梗塞的一种治疗方式它主要是指血管堵塞之后用化学的方法或者用手术的方式把这个血管疏通使脑组织重新得到血液的灌注包括药物，静脉溶栓和血管内治疗，血管取栓。
rumor1173,0,熬夜其实严格意义，一个成年人一天的睡眠应该是要达到七到八个小时合理的睡眠，睡眠不足会增加中风，糖尿病，高血压，老年痴呆的风险。
rumor1174,0,一个动脉瘤要不要治疗往往跟患者的基础性的一些情况也是相关的。要不要治疗如何治疗未破裂的动脉瘤一般都要听取专业医生的建议，应该要结合动脉瘤本身的情况，它不容易破裂。
rumor1175,0,频繁开关空调反而更费电
rumor1176,0,牛奶对亚洲人很多有乳糖不耐受，因为先天性的乳糖酶缺乏，喝牛奶后容易腹胀或者是拉肚子。
rumor1177!,1,市面上流行的“无菌蛋”，不含沙门氏菌、无蛋腥味、蛋黄更黄，可以放心生食
rumor1178!,1,醋吃多了会导致骨质疏松
rumor1179,0,检查糖尿病最主要的就是空腹血糖的检测，餐后血糖的检测。
rumor1180,0,预防颈椎病就是劳逸结合，要避免和颈部的高速的这种，特别是咱们在货车时候系安全带还能够帮你预防颈椎病，有助于晚上睡眠。枕头的高度，挑选一个合适的枕头，不仅有利于你的睡眠。
rumor1181,0,国际癌症研究机构IARC将蕨菜划分在“2B类致癌物”中，也就是对人类可能致癌的物质，即没有足够的证据表明该物质对人类有致癌性，但有充分的证据表明该物质对动物有致癌性。 其中的原蕨苷，致癌性评级更低，为“3类致癌物”，即没有足够证据表明该物质对人类和动物是否有致癌性
rumor1182,0,长时间用眼，导致眼球的睫状肌处于高度的收缩状态，得不到放松。久而久之，还会形成近视。 也就是说，只要眼球睫状肌得不到放松，就算看再多的绿色，也无济于事，眼睛照样会感觉疲劳。
rumor1183!,1,嚼槟榔，能养生
rumor1184,0,休息不好，高血压的病人一定不能随便停药，所以每天建议大家测测血压然后观察自己的休息。
rumor1185,0,当其与洗衣液混用时，虽然基本不会与洗衣液的主要成分“表面活性剂”发生化学反应，但是会和洗衣液中柔顺剂的成分。 苯甲醇反应，将其氧化成苯甲醛甚至苯甲酸，同时产生氯气，增加空气中氯气的浓度，可能会引发中毒。 加入过多的84消毒液，还会抑制洗衣液中添加的蛋白酶活性，降低洗涤效果。
rumor1186,0,疫苗都具有一定的保护作用，但由于受种者个体的差异，也有少数人在接种后没有起到保护作用，仍有可能会发病。有些受种者自身免疫应答（指人体免疫系统对抗原刺激所产生的、以排除抗原为目的的生理过程）能力低下，可能会导致接种疫苗后免疫失败。但大量研究表明，即使受种者在接种疫苗后发病，他们患病后的症状也比不接种的人轻很多
rumor1187!,1,牙膏需要勤换牌子和款式，如果长时间用同一款牙膏，就会产生耐药性
rumor1188,0,降压药对于高血压的病人来讲，你吃了降压药以后，他把这种异常的高的血压给你降到一个相对正常的水平而对于正常血压来讲，它不会给你降得太低它是有一定的保护机制
rumor1189!,1,高血压没有症状就不需要治疗。
rumor1190,0,比如说有五分之一或四分之一的都有患肿瘤的这种可能所以影响你的寿命延长了以后罹患肿瘤的这种概率就会大大的增加等待在家，受医疗条件的逐年的进步我们的仪器都先进了我们的健康意识中好人的体检更多了所以我是查处了各种各样的主要知识以前并不甚出众的以前是很多大家都不知道人为什么什么病人就没了是因为以前有很多肿瘤的病人我们根本就不知道我们的医学进步人类的平均寿命延长了肿瘤这个疾病就这样随着年龄的增长他的患病率是逐年上升的我们建国初期平均寿命不到四十岁
rumor1191,0,肥胖跟很多疾病相关队伍，段文章的高血压，糖尿病，冠心病，高脂血症，各种骨关节炎都可能跟你肥胖相关。所以还胖吗？
rumor1192!,1,吃醋可以软化血管。
rumor1193,0,我们是手拉手的好兄弟目的什么都是为了给大家治好病所以大家不要老挑拨我们的关系说这个戏剧看不起中医，中医，看西医，心绞痛的也放过指甲所以你说中医和西医偷懒本身是好朋友，老有人在网上挑拨我们西医和中医的关系，我也给一些老中医啊，但是中医未学过一些上大学时候都学过
rumor1194,0,你买回来这些东西，它就是个炸弹，你还不如扔掉他，不要他这些发霉变质的东西就不要买了，就不要再吃了，做得很好啊，说给老年人听。
rumor1195,0,闭眼休息对眼睛是有保护作用的，但并不能预防干眼症的发生。预防干眼症最有效的方法是：有效瞬目。瞬目，即我们平时所说的眨眼
rumor1196,0,在临床上，不能仅凭磨牙来诊断孩子肚子里是否有蛔虫，还需要通过询问宝宝有否腹痛，查看面部是否有虫斑、眼睛巩膜上是否有黑斑，以及化验粪便中是否有蛔虫卵等方法综合诊断。家长千万不能仅凭磨牙就随意给孩子吃“打虫药”，经常磨牙还是要去看医生
rumor1197!,1,高血压不是病。
rumor1198,0,酒精浓度过高，反而不利于酒精向病原体内部渗透，达不到消毒作用
rumor1199,0,他就可能是都会心动过速这些都有可能会导致你的是窦性心动过速这种情况下也不需要特殊的去关注他有些朋友就是太紧张一紧张这个心理主峰会越长越快啊也会出现这样的心动过速所以放松心情很重要之外然后再讲一下病理性的人都窦性心动过速他都有可能会出现这种病情等的摸索那么很多就是堆种生理上的东西能告诉我猫是不需要治疗的如果没有特殊症状的话？而对于这种病理性的动念心动过速呢？我是真的好看这条视频来讲一下窦性心动过速那是我很多朋友都遇到过这样的问题
rumor1200,0,服用头孢以后一个星期以后才可以喝酒。
rumor1201!,1,血稠容易堵塞血管
rumor1202,0,扁豆粉中的确含有有毒的凝集素甲，会损害肝脏，但是这种毒素的毒性在加热后会大大降低，以上凝血活性丧失。所以烹饪的时候，一定要注意火候，只要彻底做熟再吃就不会损害身体
rumor1203,0,超市里的大米不生虫，并非添加了防腐剂或其他食品添加剂，而是因为储藏环境比较干燥，不易生虫
rumor1204!,1,孕妇西瓜吃多了，羊水会变少
rumor1205!,1,血型还能决定寿命长短
rumor1206,0,吃核桃对于小孩的智力发育其实并没有太大的帮助，别指望通过吃核桃来提高我们的智力。
rumor1207,0,长期的有氧运动能够促进一氧化碳，这些物质有利于减少内皮素的分泌来降低血压。
rumor1208,0,医生抢救里面有说家属不签字都要爱书有很多不愿意担责任能不讲这个心梗大道理很多人不愿意出钱。
rumor1209,0,空腹抽血喝水，如果这个水指的是碳酸饮料，那肯定是不可以的。首先，我们要明确什么是水，五十到一百毫升是肯定没问题的，一般来讲，不超过两百毫升是可以的。
rumor1210!,1,肝功指标，转氨酶升高就是肝功能异常。
rumor1211,0,也没让抽烟喝酒有加让大家开心快乐的生活，追求快乐的权利是有道的，所有不该过节，该快乐还得快乐。但是不是抽烟喝酒啊。我每天有那么多看作是可可干那肉质，那是恶习。
rumor1212,0,熬夜其实严格意义，一个成年人一天的睡眠应该是要达到七到八个小时合理的睡眠，睡眠不足会增加中风，糖尿病，高血压，老年痴呆的风险。
rumor1213,0,从营养学的角度，糖尿病不管是什么类型，用什么药物，饮食其实都是基础，患者一定要做到个体化的能量控制，而且每餐后一定要适当的运动把吃进来的消化出去。
rumor1214,0,节食还能导致摄食中枢神经的不敏感出现厌食症。
rumor1215,0,心梗的症状出现要避免剧烈的运动，比如说剧烈的深蹲，剧烈的咳嗽，不要用力地捶打胸口，拍打肘窝等。
rumor1216,0,鸡蛋是一种非常好的补充人体优质蛋白质的食品，对于亚洲人群，每天吃一个鸡蛋反而会降低心血管疾病发生的风险，但是糖尿病的患者除外。
rumor1217!,1,银杏叶泡水喝能降血压
rumor1218!,1,血液太粘稠了，靠输液来疏通血管有用。
rumor1219,0,奥运选手的寿命会不会更长一些？那么我们作为普通人应该怎么进行运动的运动？长期做的运动还可能造成一些伤病和伤痛，那么都会影响我们的寿命。
rumor1220!,1,花滑运动员天生转圈不晕
rumor1221!,1,痛风不能吃豆腐
rumor1222,0,“无论天然提取还是人工合成的食品添加剂，其安全性都要站在同一起跑线上，即接受科学的检验，也就是风险评估。只要通过风险评估，获得批准并按标准规范使用，其安全性并无高下之分。”
rumor1223,0,建议做肠镜检查，长期吸烟和酗酒的
rumor1224,0,感觉太累，吃药感觉太贵，只想那种不忌嘴党挺简评，没醉后自我安慰而不算败笔，做梦都想减肥，可是管不住嘴，每次吃过都后悔上成就崩溃，下定决心要减肥方法，咱都会，只是不运动。
rumor1225,0,脑动脉瘤其实它不是肿瘤，所以说他也没有良性和恶性之分，实际上是与动脉管壁在雪人的快速冲击下向外的一个膨隆，可以说，如果说咱们在动脉瘤未破裂的时候，或者是破裂其及时的把这个动脉瘤处理。
rumor1226,0,出现干眼症状一定要到正规医院就诊，随便用眼药水“补水”不仅不能解决问题，还可能延误治疗导致病情加重甚至失明
rumor1227,0,任何剂量的饮酒都会增加发病风险，所以说适量饮酒是有益健康这个观点是错的。
rumor1228,0,无论无论我们是从事什么工作，希望大家要懂得休懂得放什么东西都没有生命重要。
rumor1229!,1,有很多的病人特殊说和朋友冠心病和高血压，我不能吃肉，不能吃鸡蛋。
rumor1230,0,用“化学药水”泡荔枝是常见的防腐保鲜必要措施，但一般使用的都是合法的杀菌保鲜剂，不“违规使用”就会有保鲜效果，即使过量，也不至于危害健康，吃之前用清水就能洗去。其次，手足口病是肠道病毒引起的急性传染病，泡荔枝的“药水”是防腐保鲜剂，不会产生肠道病毒，也不会帮助病毒传播。“所以，小朋友不管吃了什么。 药水。 泡的荔枝，都不会得手足口病
rumor1231,0,从营养学的角度，孕妇最主要的是要多吃含蛋白质，钙丰富的食物。
rumor1232,0,其实单论营养成分的话，不同品种的葡萄的营养差异不大
rumor1233!,1,定期输液可以疏通血管。
rumor1234!,1,慢性浅表性胃炎不严重。
rumor1235,0,多喝水无法阻止病毒进入呼吸道，胃酸也不能杀死全部病毒。
rumor1236!,1,牛奶保质期长是因为加了防腐剂
rumor1237,0,蹲下站起来就头晕，其实多数情况下是一种生理现象是因为心脏和血管没跟上体温的种变化引起的，由于我们大蹲位的时候其实相对来讲，心脏供血还比较充足，一旦站起来这个体位改变，那么突然一下，血压在工信部上出现的这种头晕。
rumor1238!,1,患了膝骨关节炎不能运动
rumor1239,0,在面条制作中会加入一些弱碱性的小苏打，萎缩性胃炎的人胃酸分泌本身就比较少吃面条就会进一步中和胃酸削弱消化更容易诱发消化系统疾病。
rumor1240!,1,每年定期输液就可以预防中风了。
rumor1241,0,目前没有医学证据证明孕妇吃荔枝、桂圆会导致流产。
rumor1242!,1,食补胶原蛋白能延缓皮肤衰老
rumor1243,0,作为母亲来讲，还是对孩子中倾注的关注度觉得社会比咱们的事要搞一些别的一些小的剩下的关注度可能拿这个分担了他很多的精力和注意力的不能全心地投入到工作上。
rumor1244,0,任何的疾病，还是你遇到的任何的事儿都能过得去？所以该怎么办？该吃吃该喝喝，啥事别往心里搁。
rumor1245,0,实际上中国的鱼子酱已经占世界产量大头，为全球提供优质产品
rumor1246,0,我们尽量在血压高峰来临前两小时用药，所以说监测血压，然后再根据医生的建议选择服药时间。
rumor1247,0,中风的主要危险因素一大类叫不可控的因素，这些因素没办法去控制。
rumor1248,0,脑梗塞的原因很复杂的原因大概有两大类一大类是本身脑血管问题比如说以前有动脉粥样硬化，有血管的狭窄，在一些特殊因素下，血管的狭窄进一步加重或者是血流的减慢或者是血液的黏稠引起血液流不过去了局部形成的血栓第二大类原因实际上是心脏的原因那么由于心脏是我们人体的供血器官保本塞泵血器官那么心脏如果那里有一些栓子的时候那么通过心脏会放到全身如果放到脑血管就会引起脑梗塞
rumor1249!,1,世界卫生组织提醒：尽早停止使用微波炉，或加速甲状腺结节恶化
rumor1250!,1,虾和水果同食会产生砒霜
rumor1251,0,胃炎的治疗原则是戒烟戒酒，作息有规律，如果没有症状或者幽门螺杆菌检查阴性的慢性非萎缩性胃炎患者。
rumor1252,0,缓解肠易激综合症要减少胃肠道的刺激饮食方面要避免辛辣食物以及冷食有些人对某些特殊食物的敏感也是要避免
rumor1253,0,死亡是什么感觉？从鬼门关里救了回来的心梗患者感觉问他们，你当时就是心跳都停了的时候，你当时什么感觉？他听到我在喊他名字，他说他觉得这个声音越来越遥远，感觉听不清，觉得很困，觉得要睡着了。
rumor1254,0,预防感冒鼻涕吐的痰不要堆在垃圾桶里及时清理。
rumor1255,0,中暑的现场急救办法，脱离环境，增加散热，补充水分。
rumor1256,0,把这些统称为代谢综合征都跟你肥胖有直接关系，不好好控制，你可能不知道，都会出问题。这个肥胖的人啊。
rumor1257,0,但是如果你是严重的中暑的热射病这个程度，这个体温调节中枢大家一定不要到了种热射病的程度再往医院跑中暑了其实我们人体是个很神奇的一个机器我们通过我们的大脑里的体温调节中枢来调节我们的体温。好天气太冷的时候？呢？大家？一定要注意防暑降温到底？啥？是热射病呢？
rumor1258!,1,基因检测可用来检测孩子的天赋
rumor1259,0,半夜突然急性胃肠炎了，最安全的方法肯定是积极就医。
rumor1260,0,酒能不喝就不喝对身体没好处。
rumor1261,0,防猝死，所有的危险因素，家族史，然后抽烟，熬夜，肥胖，高血压，糖尿病。
rumor1262,0,放支架之后为什么放不下让你长期吃药的不是支架，你还不能看能不能再做运动，会不会掉出来，能吃一半儿叫回来做他说
rumor1263!,1,吃大蒜能杀幽门螺杆菌。
rumor1264,0,绝经以后的女性因为这个雌激素水平下降了岁数，身体对脂肪的代谢能力也会下降。
rumor1265,0,脂肪肝患者需要治疗。脂肪肝对人体的危害挺大的，特别是中到重度的传感与肝脏肿瘤的发病率升高的有一定的关系，而且发展到后期会形成严重的肝硬化。
rumor1266,0,并不是你吃腻的猪油马上就都变成你的油不在你的血管瘤啊，不是那么回事我们人体消化是要经过我们的胃肠道去吸收肝脏一向只指示器官去代谢代谢完了以后产生了最终产物才会到来的时光里才会供养你穿上能量出游她，你们有大量的这种动物的脂肪，的吧，能够提供热量哦，你们还有我们需要的饱和脂肪，酸，也会队伍身体有益处而且从中医上来讲猪油它还是一味，中药它可以治病
rumor1267!,1,喝红糖可以补铁
rumor1268,0,口臭来源于患上了胃肠道不通畅用素食积聚或者有胃炎溃疡，幽门梗阻晚期胃癌时
rumor1269,0,失眠对身体会诱发高血压，那么高血压其中一个重要的诱因就是精神紧张或者是睡眠不好。
rumor1270,0,蔬菜水中的硝酸盐类物质，在微生物作用下还原为亚硝酸盐。亚硝酸盐会让血红蛋白氧化，失去携氧能力，从而引起缺氧。通常情况下，成年人一次摄入300mg以上的亚硝酸盐就可能发生中毒反应，而幼儿发育尚不成熟，发生中毒的风险更大
rumor1271,0,摘除了息肉的病人根据虚弱的性质，在医生建议下定期复查。
rumor1272,0,到目前为止，是没有药物可以去治愈畸形的药物只适合，比如说有头痛啊，有癫痫的这些症状能够控制这种畸形引起的癫痫的症状，但是对畸形本身是没有治疗作用的，那对于那些药物控制不了的癫痫的可得把畸形切除了。
rumor1273,0,架手术后无氧运动器械，一些力量的训练也提到这个冠心病的康复里面非常重要。
rumor1274,0,降准疫苗对用种高危的心血管病脑血管病的患者，家族性高胆固醇血症患者，还有他的不耐受，或者它的治疗效果不好，这部分病人治疗效果还是非常好的。
rumor1275,0,任何剂量的饮酒都会增加发病风险，所以说适量饮酒是有益健康这个观点是错的。
rumor1276,0,很遗憾，也没长成整个单总是痒和足上去挠，如果总出现这些症状，那你一定要小心自己是不是糖尿病的人可能还有一点儿就糖尿病的病人总觉得没劲，而今天还干，导致第一点和第二个特别喜欢吃甜食和甜的食品，总爱吃，建议一定要查查，血，糖，低点那就是你总是爱，喝，水，而矢志的，喝，水，还总爱，特别喜欢喝，甜，粥，女性是种外，阴的，瘙痒，总会，有特别痒，
rumor1277,0,火鸡和普通鸡的肉，营养价值各有擅长，日常补充优质蛋白质，普通鸡肉也没问题
rumor1278,0,保健品说白了，它还是一个食品，所以它不能代替药物。
rumor1279!,1,红酒能软化血管。
rumor1280!,1,“囤肉”长胖能抗寒
rumor1281!,1,“一孕傻三年”是麻药惹的祸
rumor1282,0,预防夏季易发胃肠疾病，多吃富含维生素和蛋白质的食物。
rumor1283,0,如果你经常抽烟喝酒，又有高血压和糖尿病这条视频一定要看一定要警惕颈动脉狭窄什么样的人容易得颈动脉狭窄哪些因素会诱发动脉狭窄如果你已经患了高血压，糖尿病平时血压，血脂又控制不好还抽烟喝酒对其他人来讲你需要更加注意自己的体内动脉的健康如果出现了动脉的狭窄一定要去积极的治疗颈动脉狭窄其实是一个比较常见的疾病疾病的本身并不会危及生命但是它诱发的并发症比如说急性的区域性的最终会导致劳损三会引起我们偏袒三甚至是危及我们生命千万不能放松警惕
rumor1284!,1,低温会导致脂肪囤积，穿的越少越容易变胖
rumor1285,0,奥美拉唑不能长期服用，因为长期服用胃酸少了，理论上会增加胃癌的风险，或者说会掩盖早期病变的症状，从而耽误早期病变的诊断和治疗，尤其是对于那些比较依靠胃镜检查的患者。
rumor1286!,1,合成色素有害健康，不能用于食品
rumor1287,0,枇杷叶才是具有药用价值的，而枇杷果仅仅是供人们生吃的水果。 所以，别指望吃点枇杷果就能止咳平喘
rumor1288,0,到什么什么大医院去感觉仅送到就近的医院去因为那儿有医生那有医生的话在他的监护之下这个病人就是相对安全的因为他的心肺复苏我只同意不是所有的胸痛都是急性心梗不要自己给自己下诊断当你难受的时候，一定要让医生帮用药你不，要在家里网上很多市民什么一包药就能解决你不，禁心口上的那个千万不，要自己给自己用药听懂了一定不，要因为你不，是医生你别说你就一个病人在医院碰到我
rumor1289,0,血管里面根本没有所谓的垃圾毒素，有的只是人体正常的代谢产物，正常情况下，随着血液运输特定的排泄器官排出体外。
rumor1290,0,脂肪肝不是胖子专属，瘦子也会得。 脂肪肝，全名叫“脂肪性肝病”，是指由于各种原因引起的肝细胞内脂肪堆积过多的病变，是一种常见的肝脏病理改变，而非一种独立的疾病。简单来讲，就是肝细胞里面堆积了太多脂肪，严重影响了肝脏的正常工作，长此以往，脂肪肝最终变成肝硬化，甚至肝癌
rumor1291!,1,硬斑块就是安全的。
rumor1292,0,现在大肠癌的发病呈年轻化趋势，在得大肠癌的青年人中，晚期患者占。 。所以，每个人都应当重视大肠癌的早期信号，年轻人也不可忽视，若发现问题，应及时到医院检查，做到早诊断、早治疗，以免病情恶化
rumor1293,0,长期运动，坚持运动，适当运动是对我们的血压有很好的调控作用。
rumor1294!,1,孩子床头放柠檬，能帮助长高
rumor1295,0,我也承担不了各种各样的风险我会有其他的家人他们不同于住院我说病人能不能做我就跟他说过那是他最纠结的一个点具体能不能做手术我只能是见到我用一生应尽的责任我也建议您再找一个其他更高级专家再去看一看而不用宫廷我一个人说的吧？
rumor1296,0,诊断了高血压之后，尽早到医院就诊，在专业的医生指导下启动药物治疗，因为高血压它是一种全身的慢性病，即使没症状的，长期的高血压也会对心脑肾产生一定的影响，等到有症状之后再吃药就晚了。
rumor1297,0,预防和控制高尿酸要多吃新鲜的蔬菜和水果。
rumor1298,0,长期的有氧运动能够促进一氧化碳，这些物质有利于减少内皮素的分泌来降低血压。
rumor1299!,1,干眼症就是眼睛缺水，所以勤滴眼药水就行了
rumor1300,0,脑血管介入手术的风险整体相对来讲还是可控做颈动脉支架的植入手术主要是术中出现得了血栓，那血管痉挛这种风险总体的风险大概百分之二到三左右如果是做动脉瘤的手术，其实主要的风险是畜生动脉瘤的破裂有百分之十到十五的这种死亡率还有麻醉的风险因为现在手术很多都需要用全麻那么麻醉对于一些患者特别是有心肺功能不良的患者来讲也会有一些额外的风险介入手术的风险是可控的也是比较低的
rumor1301!,1,“洋”蔬菜比普通蔬菜营养价值高
rumor1302,0,在家中突发胸痛的时候，如果你家里有硝酸甘油的话，在你血压还不坏的前提下，舌下含服一片硝酸甘油，如果近期没有消化道出血，脑出血等类似病，嚼碎三片阿司匹林咽下去。
rumor1303,0,在临床上，医生不会根据血液黏稠度的数值，去判断患者是否有血栓风险，而且这个检查也不能如实反映患者体内真实的血液凝固情况，更不能起到预测血栓和心血管事件的作用。通过注射剂来疏通血管、降低血液黏稠度，更是没有任何帮助，甚至还会出问题
rumor1304,0,预防脑出血要避免过度的劳累，熬夜啊，保持着稳定的情绪。
rumor1305,0,幽门螺杆菌不容易消杀原因它有一套抵抗胃酸的机制最重要的有它的表面包裹着一层特殊的蛋白这种食酸蛋白能够通过控制进入细菌体内的胃酸廖来保护。
rumor1306,0,刚吃完饭，可以坐着或者葛优躺着洗衣洗碗，过个小半个小时后百度慢走，这样对胃肠最好。
rumor1307,0,最危险的是心脏疾病引起的疼痛，心脏疾病发作时可能会导致心源性牙痛、后背疼痛、肩膀疼痛、胸部疼痛。发生时应尽快就医，不可自行服用止痛药，耽误最佳治疗时间
rumor1308,0,那么有很多人会担心说那位艾滋病病人握手吃饭，甚至接吻都不会增加你跟艾滋病的可能就是经过血液传播第三种就是母婴传播就妈妈传给孩子就是三种传播途径让我们知道传播途径以后就知道该怎么去预防了，对吧？甚至玩到一些不正规地方去做双眼皮儿而他都可能会增加感染的风险因为你不知道上一个使用过这些器械的人他到底身体是什么样艾滋病的传播途径只有三种
rumor1309,0,心梗的症状出现要及时的拨打一，二，零，告知你的准确位置。
rumor1310,0,鱼胆中含多种生物毒素，部分患者食用后轻则恶心、呕吐，重则抽搐、昏迷，甚至急性肾功能衰竭，导致尿毒症。此外，鱼胆不论生吃、煮熟或泡酒，都可能引起中毒，目前尚无特效解毒剂
rumor1311,0,脑梗塞预兆自己不利拿的筷子突然出现一过性的面瘫，过个三五分钟就好了，突然说话说不出来，或者是听不懂人家说什么话但是过一会儿他又恢复正常了，以前没有出现过严重的眩晕，出现了经常性的注意力不集中打瞌睡，老想睡觉，小心脑供血不，足见？了，一过性的，黑，梦眼前突然一下怎么？也看，不，见？了，发黑，都可能是小中风
rumor1312,0,发芽的土豆不能吃的土豆一旦发芽，就会产生一种有毒物质，食用之后会对人体造成很大的影响，可能造成呕吐，头晕，甚至腹泻，严重的时候甚至会危及生命。
rumor1313,0,高血压是脑梗塞的最主要的合并高血压的长期血流快速，血流的冲击会损伤血管的内皮，造成血管壁上的受损以后动脉粥样硬化斑块的层级血管就会狭窄。
rumor1314!,1,吃面条养胃。
rumor1315,0,可乐瓶里装的农药孩子喝了闹心不闹心啊？真是不说了多少次，为什么怕孩子喝了怕老人喝了很多书大家都不知道是什么吗？这瓶子不适合装这种东西，矿泉水瓶来装这些配好的种液体啊。
rumor1316,0,预防餐后低血压，饭后不要急于起身，可以稍微做的事，第二分钟，等到消耗开始血液循环平稳了之后呢，我们再站起来活动，也不要做剧烈的活动。
rumor1317,0,核准高血压脑出血以后降压药需要一直吃吗？高血压脑出血以后降压药一般来讲是要终身服用的。因为一旦有脑出血了，说明这已经是一个严重的高血压，而且是有并发症的高血压，如果不吃药，那就等着下次再出血吧。
rumor1318!,1,孩子在正发生抽搐的时候撬开嘴去喂药。
